0.55	1.88094	0.0170726	0.09
0.65	1.16034	0.0104419	0.09
0.75	0.681957	0.00614456	0.09
0.85	0.442496	0.00422167	0.09
0.95	0.290264	0.00291699	0.09
1.05	0.186662	0.00153331	0.09
1.15	0.123111	0.000995841	0.09
1.25	0.0834198	0.000675005	0.09
1.35	0.0584269	0.000474471	0.09
1.45	0.0407456	0.000330086	0.09
1.55	0.028077	0.000226647	0.09
1.65	0.0202558	0.000165427	0.09
1.75	0.0144738	0.000118509	0.09
1.85	0.0103775	8.56098e-05	0.09
1.95	0.00762268	6.33513e-05	0.09
2.1	0.00492246	2.99129e-05	0.09
2.3	0.00275995	1.76467e-05	0.09
2.5	0.0015983	1.12397e-05	0.09
2.7	0.000959423	7.71967e-06	0.09
2.9	0.000595533	5.73698e-06	0.09
3.25	0.000288043	2.46237e-06	0.1
3.75	0.000100987	1.56053e-06	0.1
4.25	4.25586e-05	1.14047e-06	0.1
4.75	1.67233e-05	7.91746e-07	0.1
5.25	8.46921e-06	1.12416e-06	0.14
5.75	5.10856e-06	1.00126e-06	0.14
