0.55	0.185841	0.00459135	0.0241593
0.65	0.130163	0.0026573	0.0169212
0.75	0.0998151	0.00188861	0.012976
0.85	0.069568	0.00122199	0.00904384
0.95	0.0501126	0.000854706	0.00651464
1.05	0.0364341	0.000612383	0.00473643
1.15	0.0262284	0.000434837	0.00340969
1.25	0.0191631	0.000315931	0.0024912
1.35	0.0137745	0.000227804	0.00179069
1.45	0.0100755	0.000166603	0.00130981
1.55	0.00788334	0.000133181	0.00102483
1.65	0.00592084	0.000102671	0.000769709
1.75	0.0045268	7.9971e-05	0.000588484
1.85	0.00352913	6.43681e-05	0.000458787
1.95	0.00264883	4.96652e-05	0.000344348
2.1	0.00195897	2.77628e-05	0.000254666
2.3	0.00128153	1.96293e-05	0.000166599
2.5	0.000764276	1.40595e-05	9.93559e-05
2.7	0.000487531	1.08864e-05	6.3379e-05
2.9	0.000319606	8.83815e-06	4.15488e-05
3.25	0.000171703	4.40169e-06	2.23214e-05
